user_id,item_id,SessionDuration,SessionsPerWeek,CourseCompletion,rating,QuizScores
127,4,0.40350878,0.75,1.0,1,0.9122873
927,10,0.6052632,0.125,0.0,2,0.39338732
1683,7,0.42105263,0.125,1.0,1,0.18129608
1624,10,0.9122807,0.625,0.0,1,0.03657769
499,1,0.114035085,0.875,0.0,4,0.99452364
232,10,0.9385965,0.625,1.0,3,0.23710686
120,0,0.40350878,1.0,0.0,5,0.51660377
313,1,0.10526316,0.25,0.0,1,0.8020976
2035,19,0.47368422,1.0,0.0,5,0.62996846
54,15,0.8947368,0.375,0.0,3,0.35020822
1732,17,0.54385966,0.75,0.0,4,0.8202398
803,8,0.69298244,0.875,1.0,4,0.8686437
664,7,0.75438595,0.125,0.0,1,0.51760805
2234,18,0.85087717,0.5,0.0,2,0.95706433
463,15,0.7017544,0.625,0.0,4,0.22093806
1688,4,0.0877193,0.75,1.0,2,0.7949615
2041,19,0.51754385,0.375,1.0,1,0.91385216
1583,17,0.9298246,0.25,0.0,5,0.51493555
1263,10,0.69298244,0.0,1.0,5,0.1924934
254,19,0.9122807,0.125,1.0,3,0.24737805
23,14,0.80701756,0.625,0.0,1,0.5806624
1246,3,0.80701756,0.625,0.0,1,0.9939995
1013,6,0.35964912,0.125,1.0,5,0.5273861
713,6,0.07017544,0.875,0.0,1,0.98385626
737,14,0.98245615,0.125,1.0,1,0.3832985
2383,17,0.36842105,0.75,0.0,5,0.77193993
527,7,0.28070176,0.75,1.0,3,0.7637769
837,10,0.622807,0.5,1.0,1,0.8688312
79,9,0.7105263,0.25,0.0,5,0.45734695
320,19,0.078947365,0.375,0.0,4,0.67038083
84,5,0.5964912,0.375,0.0,3,0.33656952
2326,8,0.6403509,0.0,0.0,3,0.5683519
2125,5,0.9649123,0.5,1.0,4,0.024425039
1758,15,0.7894737,0.875,0.0,2,0.34011236
623,6,0.40350878,0.875,0.0,3,0.6274883
1285,2,0.21052632,0.375,0.0,1,0.98867065
1029,16,0.4649123,0.375,1.0,1,0.39252004
1511,18,0.6315789,0.25,0.0,2,0.5844541
1072,3,0.7719298,0.875,0.0,5,0.5258413
987,14,0.7631579,0.75,0.0,2,0.34125197
796,19,0.20175439,0.75,0.0,1,0.11723149
1283,19,0.45614034,0.375,0.0,4,0.97968996
1082,16,0.39473686,0.125,0.0,5,0.07386912
2483,13,0.71929824,0.125,0.0,3,0.9530546
1743,0,0.94736844,0.125,1.0,2,0.6245975
1449,8,0.23684211,0.875,0.0,2,0.46429616
1324,17,0.02631579,0.375,0.0,2,0.68342996
1692,18,0.54385966,0.0,0.0,3,0.60305595
419,2,0.45614034,0.25,1.0,2,0.24492376
136,9,0.10526316,0.75,1.0,5,0.35398826
1291,3,0.65789473,0.375,0.0,3,0.33292177
1986,7,0.49122807,0.125,1.0,4,0.7014333
1136,0,0.05263158,0.375,0.0,3,0.8427023
260,3,0.9298246,0.125,0.0,3,0.81243634
77,1,0.6754386,0.625,1.0,1,0.14114971
190,9,0.0,0.5,1.0,5,0.104418114
991,1,0.7368421,0.25,1.0,1,0.092317775
626,12,0.81578946,0.0,1.0,5,0.29899833
1669,15,0.48245615,0.5,1.0,5,0.6394209
286,0,0.8684211,0.375,0.0,1,0.63627267
165,19,0.84210527,0.0,0.0,4,0.9695541
2037,19,0.5701754,0.375,0.0,1,0.47853574
203,1,0.12280702,0.25,0.0,5,0.3691506
628,17,0.16666667,0.625,0.0,3,0.9634905
1506,3,0.55263156,0.625,0.0,5,0.31778404
840,0,0.81578946,0.75,1.0,2,0.8384073
2118,9,0.35964912,1.0,1.0,3,0.64503145
2408,6,0.27192983,0.75,1.0,5,0.9818916
2425,1,0.1491228,0.25,1.0,1,0.45236033
159,4,0.61403507,0.25,0.0,2,0.2507642
1717,15,0.05263158,0.625,0.0,4,0.43987727
1590,2,0.69298244,0.125,1.0,3,0.009543002
710,4,0.85087717,0.125,1.0,1,0.08669353
1085,16,0.9035088,1.0,1.0,1,0.5346113
598,7,0.7631579,1.0,0.0,3,0.5264568
2223,8,0.28947368,0.25,0.0,3,0.054702956
1752,10,0.1754386,0.5,0.0,3,0.45937634
530,4,0.01754386,0.25,0.0,4,0.37685367
1104,0,0.84210527,0.375,1.0,5,0.3276647
2475,1,0.47368422,0.625,1.0,1,0.23058788
1848,3,0.28947368,0.875,0.0,2,0.9830875
1832,17,0.096491225,0.0,0.0,4,0.9053701
847,1,0.5614035,0.125,1.0,3,0.20211335
647,0,0.114035085,0.25,0.0,1,0.8349569
481,10,0.92105263,0.375,1.0,3,0.624171
868,11,0.6403509,0.75,0.0,2,0.21055067
1197,15,0.74561405,0.875,1.0,1,0.28566432
508,6,0.22807017,0.375,0.0,4,0.20842347
2274,19,0.34210527,0.625,1.0,3,0.507509
66,7,0.1491228,0.0,0.0,4,0.38626853
1090,19,0.80701756,0.125,1.0,3,0.64645547
2213,11,0.47368422,1.0,1.0,2,0.821829
2038,4,0.15789473,0.625,1.0,5,0.40388843
2299,12,0.07017544,0.625,1.0,2,0.94639593
801,0,0.00877193,0.75,1.0,1,0.24326393
516,17,0.4122807,0.875,1.0,2,0.44547966
915,13,0.84210527,0.375,1.0,1,0.5322047
1894,2,0.0877193,0.875,1.0,2,0.6531195
1039,12,0.4649123,0.25,0.0,2,0.5440497
2147,18,0.78070176,0.375,1.0,3,0.89475834
593,4,0.71929824,0.625,0.0,4,0.5662888
412,10,0.05263158,0.75,0.0,1,0.63464886
2144,11,0.64912283,0.625,0.0,2,0.21053761
1547,9,0.69298244,1.0,1.0,2,0.22658505
413,6,0.622807,0.5,0.0,2,0.7245338
494,4,0.9649123,0.0,1.0,1,0.97643626
498,17,0.98245615,0.625,1.0,5,0.10898357
2076,13,0.78070176,0.75,0.0,5,0.9788259
802,15,0.5701754,0.25,1.0,4,0.6598416
546,7,0.81578946,0.25,0.0,5,0.85516894
369,6,0.7894737,0.625,0.0,4,0.025962941
600,4,0.42105263,1.0,0.0,5,0.27884367
1587,14,0.5701754,0.625,0.0,5,0.1624308
929,3,0.19298245,0.5,0.0,1,0.2004086
1728,0,0.94736844,1.0,0.0,4,0.20641433
1042,14,0.5964912,0.625,1.0,4,0.11765806
1958,14,0.8947368,0.625,1.0,2,0.039589163
2116,19,0.19298245,0.625,0.0,1,0.91585803
545,19,0.9736842,0.5,1.0,2,0.95048696
1262,1,0.95614034,0.375,0.0,2,0.8320645
126,4,0.10526316,0.375,0.0,4,0.30667025
2458,11,0.6666667,1.0,1.0,3,0.5367743
1761,0,0.2982456,0.5,1.0,5,0.89868295
128,16,0.622807,0.625,1.0,4,0.08292778
1603,12,0.8684211,0.5,1.0,2,0.036751606
1947,3,0.92105263,0.0,1.0,2,0.0147612905
1569,15,0.49122807,0.75,1.0,5,0.9323786
1526,14,0.5877193,0.5,0.0,1,0.62670964
2460,0,0.3859649,1.0,1.0,2,0.2616001
984,0,0.65789473,1.0,1.0,3,0.5766009
1830,9,0.22807017,0.75,1.0,2,0.20911816
1027,10,0.8947368,0.0,1.0,3,0.036903042
40,9,0.7982456,1.0,0.0,5,0.33595562
1597,7,0.9385965,0.75,1.0,1,0.4980698
1851,11,0.3508772,0.375,0.0,4,0.97030747
152,3,0.1491228,0.875,1.0,1,0.6797642
1166,14,0.9298246,0.625,0.0,1,0.72670966
560,5,0.06140351,0.5,0.0,4,0.5422434
1863,2,0.5701754,0.5,0.0,4,0.75747013
937,12,0.48245615,1.0,1.0,2,0.8424265
281,2,0.7368421,0.875,0.0,2,0.82099783
169,17,0.9122807,0.75,0.0,4,0.28268084
280,4,0.9035088,0.5,1.0,3,0.83210427
1645,1,0.80701756,0.25,0.0,2,0.5060078
761,12,0.50877196,0.0,0.0,5,0.9758103
1955,17,0.7894737,0.375,1.0,4,0.629079
1734,8,0.99122804,1.0,0.0,4,0.31587577
711,10,0.42105263,1.0,1.0,1,0.16438907
968,14,0.6754386,1.0,1.0,4,0.6626324
1527,19,0.5701754,0.375,1.0,5,0.6362209
5,8,0.00877193,0.5,1.0,1,0.48116472
121,1,0.9298246,0.75,0.0,4,0.38055623
1036,12,0.9649123,0.875,1.0,2,0.96838903
1885,11,0.4649123,0.0,1.0,4,0.9667187
1915,16,0.3508772,0.875,0.0,1,0.6057471
855,8,0.69298244,1.0,1.0,1,0.21432656
983,12,0.7017544,0.0,0.0,4,0.6372049
1604,5,0.47368422,0.375,1.0,3,0.59689873
449,4,0.6052632,0.25,0.0,1,0.46310467
1327,8,0.8684211,0.125,1.0,3,0.0225321
660,12,0.5,0.75,1.0,4,0.8919525
2141,0,0.02631579,0.25,1.0,3,0.63124776
2464,4,0.5350877,0.0,0.0,5,0.16386323
1890,17,0.37719297,0.5,1.0,4,0.17974582
873,12,0.13157895,0.375,0.0,5,0.13289186
2404,13,0.28947368,0.5,1.0,1,0.8204983
2266,4,0.65789473,0.25,1.0,3,0.5202482
32,16,0.14035088,0.0,1.0,5,0.23358536
1407,19,0.114035085,0.625,1.0,3,0.47871652
292,16,0.622807,1.0,0.0,4,0.86373895
248,7,0.71929824,0.75,0.0,2,0.7745663
899,6,0.1491228,1.0,0.0,2,0.02450927
1237,4,0.5964912,0.75,1.0,4,0.92257035
1189,8,0.32456142,0.375,1.0,2,0.7455211
548,15,0.37719297,0.875,0.0,5,0.62870866
1641,11,0.7368421,0.625,1.0,2,0.13050888
1319,1,0.64912283,1.0,1.0,4,0.9523297
457,7,0.078947365,0.25,1.0,3,0.84335715
567,17,0.22807017,0.375,1.0,2,0.15966457
1220,18,0.5877193,0.5,1.0,3,0.31223807
741,18,0.80701756,0.375,1.0,2,0.9863929
1106,17,0.4385965,0.25,1.0,5,0.3739376
525,11,0.21052632,0.875,0.0,1,0.7286848
816,14,0.3859649,0.125,1.0,1,0.90064
314,9,0.8684211,0.125,1.0,2,0.7038481
106,4,0.622807,0.375,1.0,3,0.55345553
931,8,0.0,0.375,0.0,4,0.9775203
196,3,0.37719297,0.25,1.0,2,0.7996591
510,19,0.48245615,0.625,0.0,2,0.4680504
1609,12,0.02631579,0.875,0.0,1,0.41863155
35,7,0.78070176,0.0,0.0,1,0.059031032
1177,19,0.03508772,0.625,0.0,4,0.505684
823,15,0.33333334,0.875,0.0,2,0.5489407
1391,15,0.84210527,0.75,0.0,4,0.16996266
2385,4,0.69298244,0.375,1.0,2,0.08483328
1713,7,0.28947368,0.625,1.0,4,0.4483564
612,12,0.6403509,0.375,1.0,2,0.54061085
1329,1,0.32456142,0.0,0.0,1,0.4240085
1276,8,0.39473686,0.5,1.0,3,0.24348044
1970,15,0.9298246,0.875,0.0,3,0.4430652
1208,5,0.13157895,0.75,1.0,4,0.18076314
1855,18,0.54385966,0.375,1.0,5,0.095157556
1238,14,0.7982456,0.875,1.0,1,0.971749
1706,15,0.75438595,1.0,1.0,2,0.41338122
2023,18,0.25438598,0.75,0.0,1,0.31120092
1556,12,0.88596493,0.75,1.0,5,0.5063964
1439,14,0.48245615,0.125,1.0,4,0.8083429
1539,6,0.42105263,0.25,1.0,4,0.8714143
1635,6,0.7982456,1.0,1.0,4,0.97822315
1179,14,0.1754386,0.625,1.0,5,0.663784
150,1,0.10526316,0.125,1.0,5,0.6331966
411,18,0.18421052,0.625,1.0,3,0.40201873
366,10,0.5964912,0.5,0.0,3,0.95775765
2176,15,0.84210527,0.875,0.0,4,0.9852117
2297,17,0.07017544,0.125,0.0,3,0.33977118
1062,16,0.12280702,0.125,1.0,1,0.35435063
1040,6,0.84210527,0.875,0.0,1,0.23421551
1340,6,0.3508772,1.0,0.0,3,0.8920704
1613,4,0.4473684,0.75,0.0,2,0.64891905
1475,18,0.40350878,0.125,0.0,5,0.27901062
226,17,0.98245615,0.625,1.0,3,0.16132903
2195,8,0.74561405,0.125,1.0,3,0.5982783
420,5,0.5964912,0.0,0.0,5,0.83237696
1996,16,0.10526316,0.5,0.0,5,0.7443512
371,3,0.35964912,0.0,1.0,5,0.6948288
2190,12,0.15789473,0.125,1.0,1,0.7618606
1020,14,0.21052632,0.875,0.0,4,0.68470985
460,1,0.877193,1.0,0.0,3,0.5897009
2265,7,0.88596493,0.75,0.0,2,0.27985662
789,2,0.8596491,0.875,0.0,5,0.76238286
164,14,0.47368422,0.125,1.0,5,0.05850487
334,18,0.39473686,0.5,1.0,3,0.8717505
2406,0,0.71929824,0.625,1.0,3,0.971323
1031,6,0.3859649,0.375,0.0,2,0.83414745
1935,11,0.15789473,0.75,0.0,3,0.22637583
2291,11,0.03508772,0.0,0.0,5,0.8992731
1664,0,0.9385965,0.875,0.0,3,0.15006997
444,2,0.8684211,1.0,1.0,3,0.19600351
2436,6,0.9736842,0.75,0.0,4,0.38005415
764,13,0.99122804,0.75,0.0,4,0.525198
55,5,0.22807017,0.125,0.0,1,0.53320014
458,6,0.42105263,0.0,0.0,4,0.25389752
1864,6,0.39473686,0.5,1.0,2,0.8691628
633,0,0.33333334,0.25,0.0,4,0.05986264
1349,16,0.877193,0.0,0.0,3,0.6813212
874,2,0.1491228,1.0,0.0,3,0.070752524
348,2,0.19298245,0.625,1.0,1,0.4004868
629,0,0.3508772,0.25,0.0,5,0.58413863
1381,13,0.50877196,0.25,0.0,5,0.97600305
2130,6,0.37719297,0.75,0.0,3,0.27578506
800,13,0.31578946,0.75,1.0,4,0.88938254
395,10,0.33333334,0.0,1.0,2,0.13129823
140,14,0.12280702,0.75,0.0,2,0.080454454
2335,4,0.7631579,0.125,1.0,3,0.445661
1862,14,0.9736842,0.875,1.0,3,0.49451953
1797,1,0.69298244,0.0,0.0,4,0.48415303
831,7,0.32456142,1.0,0.0,3,0.04031069
2145,11,0.5877193,0.875,1.0,1,0.5228877
1622,14,0.7894737,0.75,0.0,3,0.80662024
1625,9,0.0877193,0.375,1.0,2,0.15863422
1903,8,0.78070176,0.5,1.0,4,0.046392825
1750,8,0.7017544,0.875,0.0,4,0.79981756
1312,2,0.25438598,0.75,0.0,3,0.7797442
1100,0,0.8596491,1.0,0.0,4,0.94446796
1098,15,0.16666667,0.875,1.0,1,0.8953196
1710,0,0.88596493,0.375,0.0,5,0.5816867
2481,1,0.078947365,1.0,0.0,5,0.6669379
554,1,0.65789473,0.125,0.0,4,0.9649369
1902,14,0.61403507,0.625,1.0,3,0.23499691
2305,3,0.9035088,0.25,1.0,1,0.7628234
689,0,0.64912283,0.125,1.0,1,0.40015385
1596,9,0.8684211,0.5,1.0,1,0.06550788
738,8,0.5614035,0.625,0.0,1,0.19400412
327,17,0.10526316,1.0,0.0,4,0.9790325
2008,13,0.75438595,0.125,0.0,2,0.9127314
1729,1,0.01754386,0.25,1.0,3,0.96205735
36,0,0.6315789,0.375,1.0,2,0.32501987
520,9,0.84210527,0.0,1.0,5,0.15677395
2029,4,0.114035085,0.625,1.0,5,0.12316088
58,12,0.7105263,0.125,1.0,4,0.048238035
1703,17,0.9736842,0.375,0.0,3,0.7516857
512,12,0.99122804,1.0,0.0,4,0.40083978
433,13,0.15789473,0.0,1.0,5,0.7219893
1038,8,0.40350878,0.125,1.0,5,0.15576836
472,10,0.32456142,0.125,0.0,5,0.28328022
1417,14,0.06140351,0.125,1.0,1,0.4919014
769,1,0.7982456,0.375,0.0,2,0.19861257
30,10,0.51754385,0.25,1.0,4,0.0045460593
795,9,0.078947365,0.375,0.0,2,0.6510073
450,7,0.01754386,0.0,0.0,5,0.6512018
1131,1,0.35964912,0.625,0.0,1,0.10016007
1865,10,0.98245615,0.25,0.0,4,0.8278021
619,16,0.4473684,0.0,0.0,4,0.8277305
1069,14,0.24561404,0.375,0.0,4,0.5694413
571,12,0.4473684,0.5,0.0,1,0.5904287
1747,9,0.7719298,0.25,1.0,3,0.36027026
63,18,0.94736844,0.125,1.0,3,0.90499854
1350,18,0.42105263,0.25,1.0,3,0.6928194
80,4,1.0,0.625,0.0,3,0.087200254
1401,16,0.64912283,0.5,0.0,4,0.39778572
1932,17,0.04385965,1.0,1.0,4,0.1666665
2048,7,0.2982456,1.0,0.0,1,0.84258103
2447,19,0.9649123,0.5,1.0,1,0.13658781
1573,12,0.23684211,0.625,1.0,1,0.93011105
316,0,0.99122804,0.25,0.0,2,0.59844136
2443,4,0.7368421,0.625,0.0,1,0.48269185
153,12,0.65789473,1.0,1.0,4,0.49582455
533,2,0.8596491,1.0,0.0,4,0.27680483
1198,0,0.68421054,0.75,1.0,4,0.46242473
1820,18,0.47368422,0.875,0.0,1,0.3400679
517,4,0.85087717,0.375,0.0,1,0.07002864
758,7,0.25438598,0.75,1.0,5,0.40350965
349,16,0.42105263,0.0,0.0,2,0.11811101
1190,0,0.28947368,0.625,0.0,2,0.70780075
2092,15,0.0,0.375,0.0,3,0.4658859
177,18,0.61403507,0.5,1.0,5,0.20048234
69,12,0.2982456,0.75,1.0,2,0.23926936
45,1,0.69298244,0.75,0.0,2,0.4765274
911,17,0.5614035,0.75,0.0,1,0.6494817
1711,7,0.35964912,0.5,1.0,2,0.28267604
744,19,0.9035088,0.0,0.0,3,0.06020788
992,17,0.096491225,0.5,0.0,3,0.22447543
538,4,0.13157895,0.625,0.0,4,0.4381518
2158,1,0.24561404,1.0,0.0,2,0.99831367
1359,13,0.9035088,0.5,1.0,1,0.6545809
1146,6,0.7280702,0.5,0.0,4,0.7853954
1823,7,0.2631579,1.0,1.0,2,0.72186416
157,13,0.07017544,0.5,0.0,1,0.16406165
1737,11,0.35964912,0.5,0.0,4,0.36305436
2419,2,0.9122807,1.0,1.0,5,0.40174097
1650,0,0.32456142,0.0,0.0,3,0.8646451
389,13,0.3508772,0.875,0.0,5,0.32388446
949,13,0.6315789,0.75,1.0,1,0.043571778
1948,12,0.07017544,0.0,0.0,1,0.6690047
1774,15,0.75438595,0.625,0.0,4,0.7871046
311,7,0.13157895,0.375,0.0,5,0.37139627
1647,19,0.9298246,0.0,0.0,2,0.13827844
1701,12,0.9035088,0.5,1.0,5,0.19559366
1962,10,0.23684211,0.0,0.0,3,0.8470822
575,9,0.7982456,0.5,1.0,4,0.5198337
1843,15,0.4122807,0.25,1.0,2,0.55550015
1470,15,0.04385965,0.125,1.0,5,0.4805529
2000,16,0.1754386,0.875,1.0,3,0.85720795
926,13,0.096491225,0.25,1.0,1,0.8121263
1009,9,0.34210527,0.125,0.0,3,0.8535013
1762,18,0.88596493,0.625,0.0,3,0.890822
1160,5,0.69298244,1.0,0.0,3,0.72750956
130,6,0.40350878,0.25,0.0,2,0.96716666
1168,18,0.096491225,0.875,1.0,1,0.2748796
856,16,0.03508772,0.5,0.0,2,0.42806208
422,10,0.7894737,0.875,0.0,2,0.9728664
237,9,0.69298244,0.875,0.0,4,0.6953041
2169,19,0.5877193,0.375,0.0,3,0.28158924
1055,14,0.8245614,0.0,1.0,3,0.11052708
2021,18,0.04385965,0.5,1.0,5,0.7028766
562,13,0.88596493,0.0,1.0,2,0.9858103
181,18,0.85087717,0.875,1.0,2,0.01794331
2370,3,0.7017544,0.25,1.0,3,0.98004085
788,8,0.4473684,0.375,1.0,3,0.5469803
1649,7,0.6403509,0.625,1.0,5,0.6187184
2441,2,0.02631579,0.375,0.0,5,0.09644517
1440,16,0.078947365,0.125,1.0,5,0.20787017
1123,9,0.6052632,0.125,1.0,2,0.47109246
1610,12,0.06140351,0.0,0.0,5,0.24025236
2113,9,0.2631579,0.5,0.0,4,0.38613036
209,1,0.3508772,0.5,1.0,1,0.8303185
947,17,0.3859649,0.125,0.0,4,0.92293805
702,4,0.2982456,0.625,1.0,2,0.34833983
714,7,0.16666667,0.75,0.0,3,0.27213842
2100,10,0.8245614,1.0,1.0,5,0.51122665
1373,10,0.95614034,0.75,1.0,2,0.9157229
2431,6,0.21052632,0.5,1.0,1,0.7899242
176,19,0.81578946,0.125,0.0,3,0.55892205
139,13,0.57894737,1.0,1.0,2,0.17346105
1492,0,0.078947365,0.75,0.0,3,0.63738406
1425,18,0.22807017,0.875,0.0,4,0.74045604
416,12,0.03508772,1.0,0.0,1,0.70989954
1775,8,0.0,1.0,0.0,5,0.28429207
1075,17,0.7105263,0.625,1.0,2,0.57685167
745,18,0.04385965,0.375,1.0,3,0.8899905
1886,4,0.28947368,0.375,0.0,4,0.7048781
1386,8,0.21929824,0.5,1.0,2,0.2063588
305,8,0.6052632,0.125,0.0,2,0.0031495858
670,13,0.24561404,0.5,1.0,5,0.2005536
1833,7,0.55263156,0.75,1.0,4,0.54063386
1742,8,0.95614034,0.5,1.0,2,0.3225761
636,9,0.78070176,0.625,1.0,1,0.9891089
1332,4,0.7719298,0.5,1.0,5,0.160401
501,18,0.54385966,0.125,1.0,3,0.69115937
1867,13,0.94736844,0.875,1.0,1,0.7733397
1308,19,0.03508772,0.375,0.0,3,0.95854235
2270,15,0.07017544,0.625,1.0,2,0.50906473
1472,8,0.5701754,0.875,0.0,1,0.54197466
2211,12,0.096491225,0.625,0.0,1,0.14640532
1791,5,0.16666667,0.875,0.0,3,0.5897268
1274,12,0.9385965,0.125,1.0,1,0.15616101
1005,5,0.0877193,0.75,0.0,3,0.9262731
1437,3,0.42982456,0.125,1.0,5,0.1438928
819,12,0.42105263,0.0,1.0,1,0.3482818
849,9,0.6403509,0.625,0.0,5,0.9098064
1810,1,0.24561404,0.375,1.0,4,0.8890243
756,2,0.02631579,0.5,1.0,1,0.64322233
1874,1,0.95614034,0.75,1.0,3,0.7363738
622,4,0.48245615,0.375,0.0,3,0.21213503
858,13,0.39473686,1.0,0.0,4,0.99273056
2405,4,0.6052632,0.25,0.0,5,0.41039094
1344,13,0.40350878,0.75,0.0,5,0.6672696
1612,3,0.16666667,0.625,0.0,5,0.2303392
2181,10,0.33333334,0.5,0.0,1,0.5477407
2330,1,0.4649123,0.875,1.0,1,0.29887754
2210,7,0.6666667,0.625,1.0,1,0.5532956
944,12,0.3508772,0.0,1.0,1,0.6799223
1086,3,0.8245614,0.25,1.0,1,0.6397443
1968,2,0.36842105,0.875,1.0,2,0.6329792
1938,9,0.6754386,0.375,1.0,3,0.33970368
2124,16,0.12280702,0.5,1.0,4,0.020588348
388,0,0.68421054,0.625,1.0,2,0.038250223
1568,13,0.54385966,0.25,1.0,2,0.43413624
524,2,0.9035088,0.75,1.0,3,0.75765985
65,4,0.1754386,0.75,1.0,4,0.5088496
2417,14,0.36842105,0.875,1.0,2,0.45540208
642,18,0.9298246,0.125,0.0,2,0.111151166
1156,12,0.078947365,0.125,1.0,4,0.9674122
2178,7,0.9736842,0.375,1.0,4,0.6660735
1712,11,0.74561405,0.5,1.0,2,0.25314042
2358,16,0.4385965,0.625,1.0,3,0.49435472
964,6,0.114035085,0.25,1.0,2,0.1414836
487,8,0.6754386,0.375,1.0,1,0.3443217
1370,15,0.33333334,0.75,0.0,1,0.37191898
2225,19,0.13157895,0.875,1.0,4,0.50207716
1777,15,0.8245614,0.875,0.0,3,0.098119445
1554,17,0.40350878,0.0,0.0,2,0.18243514
220,11,0.47368422,0.0,1.0,4,0.94594437
123,19,0.4649123,0.125,0.0,2,0.97161925
1944,4,0.21929824,0.5,1.0,2,0.4827688
2455,16,0.6052632,0.0,1.0,4,0.83663106
2188,11,0.31578946,0.0,1.0,3,0.10552696
1012,0,0.8333333,1.0,1.0,5,0.48814282
1631,18,0.0877193,0.0,0.0,4,0.5610642
961,18,0.01754386,0.125,0.0,4,0.19153269
2155,0,0.9385965,0.0,1.0,3,0.8887997
716,6,0.95614034,0.0,1.0,4,0.47382617
1815,5,0.78070176,0.875,0.0,3,0.219201
252,3,0.42105263,0.625,0.0,2,0.026451569
1397,1,0.55263156,0.375,1.0,5,0.24636443
1926,8,0.35964912,0.625,1.0,2,0.03378403
605,9,0.48245615,0.875,1.0,1,0.17491129
617,11,0.48245615,0.0,0.0,2,0.7080809
1207,3,0.30701753,0.0,1.0,2,0.9964491
1655,9,0.7894737,1.0,1.0,1,0.24102168
2163,4,0.88596493,1.0,1.0,2,0.6275024
1686,0,0.6315789,0.625,1.0,5,0.21381165
2077,13,0.0,0.0,0.0,5,0.8340611
151,10,0.0877193,0.625,0.0,5,0.8315903
312,14,0.16666667,0.375,0.0,2,0.15832227
1824,11,0.4649123,0.375,1.0,1,0.2981261
1322,11,0.7105263,0.125,0.0,5,0.03519698
2133,7,0.6052632,0.625,1.0,4,0.9469762
372,17,0.6315789,0.0,1.0,4,0.75474507
137,9,0.42105263,0.75,1.0,5,0.15829103
2119,11,0.877193,1.0,1.0,5,0.17293319
228,7,0.0,0.75,0.0,5,0.4093671
2174,18,0.5701754,0.875,1.0,3,0.947358
261,18,0.69298244,0.25,1.0,1,0.20084056
2002,15,0.28070176,0.875,0.0,3,0.77678156
1936,1,0.1491228,0.875,0.0,2,0.40547034
1605,17,0.13157895,0.375,1.0,2,0.46290407
805,10,0.33333334,0.875,1.0,2,0.77205575
1516,7,0.05263158,0.0,0.0,3,0.35675475
1455,3,0.7719298,0.875,1.0,4,0.08108479
1699,9,0.2982456,0.25,0.0,5,0.013503551
1794,14,0.8333333,0.75,1.0,5,0.7900023
1510,2,0.00877193,0.75,0.0,5,0.5587844
1931,10,0.7368421,0.5,1.0,3,0.8053281
1963,7,0.40350878,0.25,0.0,1,0.7466924
1426,0,0.71929824,0.625,1.0,2,0.43391272
1096,19,0.8333333,0.5,1.0,5,0.97338766
502,6,0.7017544,0.875,1.0,2,0.010964552
1689,13,1.0,1.0,0.0,1,0.15011959
1301,3,0.18421052,0.0,1.0,1,0.13287959
1010,18,0.4649123,0.75,0.0,5,0.36421373
234,9,0.50877196,0.625,1.0,3,0.24659213
1412,14,0.9649123,0.75,0.0,4,0.38576034
2337,11,0.31578946,0.125,0.0,1,0.14036755
1535,6,0.096491225,0.125,0.0,4,0.29781598
748,19,0.16666667,0.75,1.0,4,0.70680416
2098,10,0.61403507,1.0,1.0,3,0.042729594
2298,19,0.23684211,0.625,1.0,5,0.9107328
1365,16,0.42105263,0.25,0.0,1,0.19743265
1588,8,0.84210527,0.125,0.0,4,0.97246337
1215,3,0.78070176,0.5,0.0,5,0.8864762
326,2,0.9122807,0.5,0.0,1,0.933841
1337,13,0.12280702,0.0,1.0,2,0.5908455
253,6,0.61403507,0.0,0.0,1,0.13018861
1011,1,0.34210527,0.0,1.0,3,0.58091176
82,13,0.94736844,0.875,1.0,4,0.42856017
192,6,0.24561404,0.0,0.0,4,0.7970652
335,5,0.24561404,0.5,1.0,4,0.8014927
1827,4,0.6315789,0.375,0.0,3,0.3593448
1700,17,0.35964912,0.5,0.0,1,0.54608184
2042,11,0.68421054,0.875,1.0,5,0.21836147
2268,15,0.6052632,0.375,0.0,5,0.6254313
379,5,0.49122807,0.625,1.0,3,0.76271766
696,11,0.9035088,0.125,1.0,3,0.6206262
93,0,0.34210527,0.25,1.0,5,0.68685013
1646,6,0.92105263,0.375,0.0,2,0.96441364
108,10,0.37719297,0.0,0.0,1,0.4006958
2229,1,0.69298244,0.5,0.0,1,0.47004354
2386,0,0.2631579,0.75,1.0,4,0.7558267
8,11,0.42105263,0.5,1.0,5,0.94243795
904,7,0.57894737,0.375,0.0,1,0.7972215
791,11,0.5964912,0.625,1.0,3,0.96171963
1513,0,0.64912283,0.25,1.0,1,0.3195976
979,6,0.95614034,0.625,1.0,5,0.2298231
1835,2,0.5964912,0.625,1.0,5,0.033871602
644,11,0.18421052,0.5,0.0,4,0.41940513
544,5,0.24561404,1.0,1.0,1,0.9570543
590,10,0.5614035,0.0,0.0,1,0.15338555
2028,10,0.6754386,0.125,0.0,3,0.75531256
2421,6,0.48245615,0.875,1.0,1,0.45207107
2187,6,0.85087717,0.0,1.0,2,0.26354176
2003,14,0.7017544,0.5,0.0,5,0.8352368
2499,9,0.078947365,0.875,0.0,1,0.15606107
1549,10,0.1491228,0.5,1.0,5,0.83125305
1186,9,0.096491225,0.25,1.0,2,0.34864807
1438,0,0.2631579,0.75,0.0,1,0.90214473
